Date,Brand,SKU,Recommended Price
5/10/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
5/10/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/10/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/10/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
5/10/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
5/10/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/10/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
5/17/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
5/17/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
5/17/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
5/17/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
5/17/2015,BECKS,6 Pk 12 Oz Glass,10.99
5/17/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
5/17/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
5/17/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
5/17/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
5/17/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
5/17/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.49
5/17/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
5/17/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
5/17/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
5/17/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/17/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/17/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
5/17/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
5/17/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/17/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
5/24/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
5/24/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
5/24/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
5/24/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
5/24/2015,BECKS,6 Pk 12 Oz Glass,11.49
5/24/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
5/24/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
5/24/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
5/24/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
5/24/2015,BUDWEISER,6 Pk 12 Oz Glass,9.99
5/24/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
5/24/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
5/24/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
5/24/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
5/24/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/24/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/24/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
5/24/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
5/24/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
5/24/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
5/31/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
5/31/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
5/31/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
5/31/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
5/31/2015,BECKS,6 Pk 12 Oz Glass,11.99
5/31/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
5/31/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
5/31/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
5/31/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
5/31/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
5/31/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
5/31/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
5/31/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
5/31/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
5/31/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
5/31/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
5/31/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
5/31/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
5/31/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/31/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
6/7/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
6/7/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
6/7/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
6/7/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
6/7/2015,BECKS,6 Pk 12 Oz Glass,11.99
6/7/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
6/7/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
6/7/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
6/7/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
6/7/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
6/7/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
6/7/2015,MILLER LITE,12 Pk 12 Oz Glass,13.49
6/7/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
6/7/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
6/7/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
6/7/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
6/7/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
6/7/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
6/7/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
6/7/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
6/14/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
6/14/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
6/14/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
6/14/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
6/14/2015,BECKS,6 Pk 12 Oz Glass,11.49
6/14/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
6/14/2015,MILLER LITE,6 Pk 12 Oz Glass,9.99
6/14/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
6/14/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
6/14/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
6/14/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.99
6/14/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
6/14/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
6/14/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
6/14/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.49
6/14/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
6/14/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
6/14/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
6/14/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
6/14/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.49
6/21/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
6/21/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.99
6/21/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
6/21/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
6/21/2015,BECKS,6 Pk 12 Oz Glass,11.99
6/21/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
6/21/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
6/21/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
6/21/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
6/21/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
6/21/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
6/21/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
6/21/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
6/21/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
6/21/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
6/21/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
6/21/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
6/21/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
6/21/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
6/21/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
6/28/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
6/28/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
6/28/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
6/28/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
6/28/2015,BECKS,6 Pk 12 Oz Glass,11.49
6/28/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
6/28/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
6/28/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
6/28/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
6/28/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
6/28/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
6/28/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
6/28/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
6/28/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
6/28/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
6/28/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
6/28/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
6/28/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
6/28/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.99
6/28/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
7/5/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
7/5/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
7/5/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
7/5/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
7/5/2015,BECKS,6 Pk 12 Oz Glass,11.99
7/5/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
7/5/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
7/5/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
7/5/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
7/5/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
7/5/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
7/5/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
7/5/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
7/5/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
7/5/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
7/5/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
7/5/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
7/5/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
7/5/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.49
7/5/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.49
7/12/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
7/12/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
7/12/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
7/12/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.49
7/12/2015,BECKS,6 Pk 12 Oz Glass,10.49
7/12/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
7/12/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
7/12/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
7/12/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
7/12/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
7/12/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
7/12/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
7/12/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
7/12/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
7/12/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
7/12/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
7/12/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
7/12/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
7/12/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
7/12/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
7/19/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
7/19/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
7/19/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
7/19/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
7/19/2015,BECKS,6 Pk 12 Oz Glass,11.49
7/19/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
7/19/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
7/19/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
7/19/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
7/19/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
7/19/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
7/19/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
7/19/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
7/19/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49
7/19/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
7/19/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
7/19/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
7/19/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
7/19/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
7/19/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
7/26/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
7/26/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
7/26/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
7/26/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
7/26/2015,BECKS,6 Pk 12 Oz Glass,11.49
7/26/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
7/26/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
7/26/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
7/26/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
7/26/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
7/26/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
7/26/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
7/26/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
7/26/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
7/26/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
7/26/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,11.99
7/26/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
7/26/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
7/26/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
7/26/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
8/2/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
8/2/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
8/2/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
8/2/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
8/2/2015,BECKS,6 Pk 12 Oz Glass,11.99
8/2/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
8/2/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
8/2/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
8/2/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
8/2/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
8/2/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
8/2/2015,MILLER LITE,12 Pk 12 Oz Glass,12.49
8/2/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
8/2/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
8/2/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
8/2/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
8/2/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
8/2/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
8/2/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
8/2/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
8/9/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
8/9/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
8/9/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
8/9/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
8/9/2015,BECKS,6 Pk 12 Oz Glass,11.99
8/9/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
8/9/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
8/9/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
8/9/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
8/9/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
8/9/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
8/9/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
8/9/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
8/9/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
8/9/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
8/9/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
8/9/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
8/9/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
8/9/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.99
8/9/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
8/16/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
8/16/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
8/16/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
8/16/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
8/16/2015,BECKS,6 Pk 12 Oz Glass,11.49
8/16/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
8/16/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
8/16/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
8/16/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
8/16/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
8/16/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
8/16/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
8/16/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
8/16/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
8/16/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
8/16/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
8/16/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
8/16/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
8/16/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
8/16/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
8/23/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
8/23/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
8/23/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
8/23/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
8/23/2015,BECKS,6 Pk 12 Oz Glass,11.49
8/23/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
8/23/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
8/23/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
8/23/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
8/23/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
8/23/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
8/23/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
8/23/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
8/23/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
8/23/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
8/23/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
8/23/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
8/23/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
8/23/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
8/23/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
8/30/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
8/30/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
8/30/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
8/30/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
8/30/2015,BECKS,6 Pk 12 Oz Glass,11.99
8/30/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
8/30/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
8/30/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
8/30/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
8/30/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
8/30/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.99
8/30/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
8/30/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
8/30/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
8/30/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
8/30/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
8/30/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
8/30/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
8/30/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
8/30/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
9/6/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
9/6/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
9/6/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
9/6/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
9/6/2015,BECKS,6 Pk 12 Oz Glass,10.49
9/6/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.49
9/6/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
9/6/2015,BUD LIGHT,6 Pk 12 Oz Glass,9.49
9/6/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
9/6/2015,BUDWEISER,6 Pk 12 Oz Glass,9.49
9/6/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
9/6/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
9/6/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
9/6/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
9/6/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
9/6/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
9/6/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
9/6/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
9/6/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
9/6/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
9/13/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.49
9/13/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
9/13/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
9/13/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
9/13/2015,BECKS,6 Pk 12 Oz Glass,11.49
9/13/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
9/13/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
9/13/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
9/13/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
9/13/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
9/13/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
9/13/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
9/13/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
9/13/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
9/13/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
9/13/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
9/13/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
9/13/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
9/13/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
9/13/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
9/20/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
9/20/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
9/20/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,11.99
9/20/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
9/20/2015,BECKS,6 Pk 12 Oz Glass,11.99
9/20/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
